team_clean,season_start,games_played,wins,losses,win_pct,avg_points_scored,avg_points_allowed,avg_point_differential,avg_off_rating,avg_def_rating,avg_net_rating,avg_true_shooting_pct,avg_effective_fg_pct,avg_efg_pct,avg_fta_rate,avg_oreb_pct,avg_turnover_pct,avg_opp_efg_pct,home_games,home_wins,avg_home_points_scored,avg_home_points_allowed,away_games,away_wins,avg_away_points_scored,avg_away_points_allowed
Atlanta Hawks,2018,87,31,56,0.356,113.3,119.18,-5.89,102.36,105.72,-3.34,0.5652,0.5352,0.5352,0.2876,0.2566,0.198,0.5082,43,19,116.12,119.56,44,12,110.55,118.82
Boston Celtics,2018,93,54,39,0.581,111.1,107.52,3.58,101.05,103.51,-2.45,0.5338,0.4846,0.4846,0.3001,0.2349,0.1443,0.4882,46,30,112.46,106.59,47,24,109.77,108.43
Brooklyn Nets,2018,91,45,46,0.495,111.84,112.77,-0.93,103.11,110.82,-7.73,0.5343,0.4887,0.4887,0.2962,0.2912,0.1689,0.5192,44,23,113.45,111.66,47,22,110.32,113.81
Charlotte Hornets,2018,85,42,43,0.494,111.01,111.84,-0.82,110.13,103.53,6.63,0.615,0.578,0.578,0.3,0.1453,0.1583,0.5013,43,27,113.28,109.42,42,15,108.69,114.31
Chicago Bulls,2018,86,23,63,0.267,104.51,112.88,-8.37,91.98,99.65,-7.67,0.4795,0.4495,0.4495,0.1902,0.233,0.1455,0.4998,43,10,103.35,112.47,43,13,105.67,113.3
Cleveland Cavaliers,2018,86,21,65,0.244,104.58,113.86,-9.28,106.7,109.25,-2.55,0.5395,0.4895,0.4895,0.3438,0.292,0.1502,0.5158,44,14,105.39,112.61,42,7,103.74,115.17
Dallas Mavericks,2018,85,34,51,0.4,109.11,110.44,-1.33,107.77,110.6,-2.87,0.581,0.539,0.539,0.478,0.3193,0.183,0.5847,43,24,110.58,108.6,42,10,107.6,112.31
Denver Nuggets,2018,99,63,36,0.636,110.27,106.73,3.55,110.88,108.89,2.0,0.5396,0.4978,0.4978,0.2931,0.2912,0.1124,0.5014,49,39,112.61,102.82,50,24,107.98,110.56
Detroit Pistons,2018,91,43,48,0.473,106.53,107.86,-1.33,100.97,112.19,-11.21,0.4937,0.4638,0.4638,0.2057,0.2611,0.1126,0.5454,45,26,108.16,106.84,46,17,104.93,108.85
Golden State Warriors,2018,108,72,36,0.667,116.76,111.2,5.56,113.0,110.63,2.38,0.5842,0.5437,0.5437,0.2922,0.2959,0.1518,0.5223,55,37,116.67,111.36,53,35,116.85,111.04
Houston Rockets,2018,97,62,35,0.639,113.35,108.56,4.79,110.51,105.79,4.73,0.5797,0.5406,0.5406,0.3073,0.2828,0.1673,0.5013,49,37,116.53,109.18,48,25,110.1,107.92
Indiana Pacers,2018,90,50,40,0.556,107.09,104.4,2.69,96.79,101.2,-4.39,0.5025,0.4666,0.4666,0.2324,0.254,0.1549,0.5031,43,29,108.33,101.33,47,21,105.96,107.21
Los Angeles Clippers,2018,91,53,38,0.582,115.05,114.4,0.66,109.82,110.69,-0.9,0.5621,0.5134,0.5134,0.3111,0.2872,0.1528,0.5217,46,28,117.2,114.72,45,25,112.87,114.07
Los Angeles Lakers,2018,87,40,47,0.46,111.87,113.37,-1.49,100.2,98.96,1.26,0.5714,0.5202,0.5202,0.4462,0.2234,0.1826,0.4902,45,24,111.11,111.33,42,16,112.69,115.55
Memphis Grizzlies,2018,87,35,52,0.402,103.71,106.56,-2.85,99.64,106.38,-6.78,0.5654,0.5118,0.5118,0.3796,0.1942,0.1886,0.5296,44,23,105.02,104.68,43,12,102.37,108.49
Miami Heat,2018,87,42,45,0.483,106.25,106.44,-0.18,104.94,105.12,-0.18,0.5564,0.5118,0.5118,0.3812,0.266,0.1678,0.5554,44,22,106.73,106.07,43,20,105.77,106.81
Milwaukee Bucks,2018,101,73,28,0.723,117.59,108.4,9.2,111.74,101.43,10.3,0.5683,0.5334,0.5334,0.3209,0.2648,0.1324,0.4687,51,41,119.12,106.27,50,32,116.04,110.56
Minnesota Timberwolves,2018,86,36,50,0.419,112.24,114.59,-2.35,98.1,115.55,-17.43,0.5172,0.4417,0.4417,0.4285,0.2515,0.1605,0.571,43,25,114.14,112.09,43,11,110.35,117.09
New Orleans Pelicans,2018,86,33,53,0.384,115.29,117.1,-1.81,98.65,109.07,-10.42,0.534,0.5082,0.5082,0.3242,0.269,0.1795,0.5058,42,19,115.21,116.43,44,14,115.36,117.75
New York Knicks,2018,87,20,67,0.23,104.79,113.52,-8.72,98.76,100.02,-1.24,0.5326,0.4776,0.4776,0.3668,0.2422,0.1712,0.49,44,10,105.75,113.34,43,10,103.81,113.7
Oklahoma City Thunder,2018,91,53,38,0.582,113.73,110.66,3.07,103.36,103.67,-0.32,0.5267,0.4818,0.4818,0.315,0.3062,0.154,0.5006,46,30,113.8,109.13,45,23,113.64,112.22
Orlando Magic,2018,91,44,47,0.484,106.0,106.26,-0.26,95.18,104.77,-9.58,0.4931,0.4588,0.4588,0.2759,0.2457,0.1534,0.523,45,26,107.64,105.89,46,18,104.39,106.63
Philadelphia 76ers,2018,97,60,37,0.619,114.44,111.7,2.74,109.19,106.49,2.71,0.5647,0.52,0.52,0.305,0.3203,0.1729,0.5015,49,36,117.82,109.76,48,24,111.0,113.69
Phoenix Suns,2018,86,20,66,0.233,107.09,116.59,-9.5,101.1,113.3,-12.23,0.5297,0.4878,0.4878,0.3478,0.2978,0.1867,0.54,43,12,107.09,113.7,43,8,107.09,119.49
Portland Trail Blazers,2018,102,64,38,0.627,113.9,110.28,3.62,110.6,109.17,1.43,0.5544,0.5124,0.5124,0.2874,0.2958,0.1334,0.5014,52,39,117.6,110.04,50,25,110.06,110.54
Sacramento Kings,2018,87,40,47,0.46,113.72,115.6,-1.87,99.88,113.3,-13.42,0.5056,0.4608,0.4608,0.3206,0.269,0.1312,0.5658,42,24,114.4,113.93,45,16,113.09,117.16
San Antonio Spurs,2018,93,53,40,0.57,110.92,109.31,1.61,110.22,109.36,0.85,0.5514,0.5094,0.5094,0.2827,0.2572,0.1046,0.5095,46,35,112.52,105.93,47,18,109.36,112.62
Toronto Raptors,2018,109,76,33,0.697,112.7,106.67,6.03,109.13,103.18,5.95,0.5609,0.5165,0.5165,0.274,0.2401,0.1294,0.4915,55,42,113.55,105.16,54,34,111.83,108.2
Utah Jazz,2018,90,54,36,0.6,111.22,106.22,5.0,103.84,102.2,1.65,0.5489,0.5064,0.5064,0.3005,0.2809,0.1633,0.4955,44,31,112.07,104.11,46,23,110.41,108.24
Washington Wizards,2018,86,35,51,0.407,114.0,116.52,-2.52,104.25,98.47,5.78,0.5617,0.5202,0.5202,0.3043,0.2598,0.1827,0.4888,43,23,116.63,114.86,43,12,111.37,118.19
Atlanta Hawks,2019,72,21,51,0.292,110.63,119.15,-8.53,91.2,105.58,-14.4,0.4978,0.464,0.464,0.315,0.2484,0.2094,0.4946,36,14,113.69,117.22,36,7,107.56,121.08
Boston Celtics,2019,68,47,21,0.691,112.87,105.66,7.21,108.17,84.58,23.6,0.5777,0.5577,0.5577,0.269,0.3122,0.1998,0.436,34,25,115.38,106.29,34,22,110.35,105.03
Brooklyn Nets,2019,67,32,35,0.478,110.46,111.06,-0.6,97.93,97.8,0.13,0.556,0.526,0.526,0.2997,0.267,0.216,0.481,34,19,110.47,108.94,33,13,110.45,113.24
Charlotte Hornets,2019,70,24,46,0.343,102.91,109.37,-6.46,97.64,100.48,-2.86,0.546,0.5038,0.5038,0.2374,0.2456,0.2036,0.5172,34,10,103.59,109.38,36,14,102.28,109.36
Chicago Bulls,2019,70,24,46,0.343,106.93,109.76,-2.83,101.62,100.04,1.6,0.5126,0.4826,0.4826,0.2318,0.2864,0.161,0.5322,37,15,106.92,108.14,33,9,106.94,111.58
Cleveland Cavaliers,2019,68,19,49,0.279,106.18,114.79,-8.62,88.07,111.9,-23.8,0.4973,0.4577,0.4577,0.286,0.2373,0.207,0.5787,37,11,108.19,115.14,31,8,103.77,114.39
Dallas Mavericks,2019,72,42,30,0.583,115.79,109.85,5.94,101.82,98.16,3.64,0.546,0.5,0.5,0.3326,0.2906,0.1908,0.5212,36,20,115.67,109.17,36,22,115.92,110.53
Denver Nuggets,2019,69,47,22,0.681,110.28,106.88,3.39,100.78,92.0,8.78,0.5593,0.5192,0.5192,0.3112,0.2745,0.1975,0.4647,34,26,111.26,105.26,35,21,109.31,108.46
Detroit Pistons,2019,71,23,48,0.324,107.1,110.79,-3.69,101.16,106.6,-5.46,0.526,0.4872,0.4872,0.2782,0.2974,0.1706,0.5278,36,13,109.19,111.44,35,10,104.94,110.11
Golden State Warriors,2019,70,17,53,0.243,106.73,115.1,-8.37,103.3,107.0,-3.72,0.538,0.4804,0.4804,0.3074,0.2934,0.1744,0.5296,37,10,108.24,115.73,33,7,105.03,114.39
Houston Rockets,2019,69,43,26,0.623,118.46,114.81,3.65,110.14,108.14,2.02,0.5804,0.5384,0.5384,0.3638,0.2888,0.1772,0.5448,34,23,118.85,112.62,35,20,118.09,116.94
Indiana Pacers,2019,69,42,27,0.609,109.93,107.59,2.33,105.6,97.25,8.32,0.577,0.5373,0.5373,0.272,0.3003,0.2018,0.4798,35,23,110.54,105.49,34,19,109.29,109.76
Los Angeles Clippers,2019,67,44,23,0.657,115.07,109.57,5.51,84.57,98.13,-13.6,0.4697,0.4443,0.4443,0.2963,0.1767,0.185,0.5097,35,25,115.34,108.43,32,19,114.78,110.81
Los Angeles Lakers,2019,69,52,17,0.754,113.72,106.62,7.1,101.85,98.48,3.38,0.5417,0.505,0.505,0.3307,0.3275,0.2018,0.4833,34,25,114.41,104.85,35,27,113.06,108.34
Memphis Grizzlies,2019,68,33,35,0.485,112.28,113.74,-1.46,94.27,103.87,-9.6,0.4933,0.4427,0.4427,0.307,0.1933,0.1313,0.529,34,18,112.94,112.97,34,15,111.62,114.5
Miami Heat,2019,70,45,25,0.643,112.36,108.46,3.9,107.98,96.9,11.08,0.5904,0.5616,0.5616,0.1898,0.2744,0.1896,0.4946,35,29,116.74,107.06,35,16,107.97,109.86
Milwaukee Bucks,2019,70,58,12,0.829,118.83,107.2,11.63,108.76,95.16,13.6,0.6318,0.596,0.596,0.2974,0.1802,0.192,0.4512,33,30,121.97,106.45,37,28,116.03,107.86
Minnesota Timberwolves,2019,68,20,48,0.294,113.12,117.74,-4.62,96.55,105.2,-8.65,0.495,0.4527,0.4527,0.2485,0.308,0.1765,0.5523,32,8,110.69,115.34,36,12,115.28,119.86
New Orleans Pelicans,2019,69,33,36,0.478,116.87,117.1,-0.23,114.26,106.96,7.3,0.6122,0.5804,0.5804,0.3238,0.2458,0.1686,0.569,33,14,118.7,117.58,36,19,115.19,116.67
New York Knicks,2019,70,22,48,0.314,105.69,112.0,-6.31,98.72,103.03,-4.3,0.5252,0.483,0.483,0.316,0.2403,0.1663,0.4938,36,11,105.25,110.5,34,11,106.15,113.59
Oklahoma City Thunder,2019,67,41,26,0.612,110.4,108.46,1.94,97.13,103.97,-6.77,0.5367,0.5077,0.5077,0.3147,0.182,0.183,0.482,35,21,113.37,109.4,32,20,107.16,107.44
Orlando Magic,2019,71,33,38,0.465,105.89,106.73,-0.85,96.52,95.8,0.73,0.5035,0.47,0.47,0.2715,0.2692,0.1752,0.4798,34,16,103.5,105.79,37,17,108.08,107.59
Philadelphia 76ers,2019,69,42,27,0.609,109.39,106.64,2.75,104.42,93.68,10.77,0.5523,0.5132,0.5132,0.3115,0.3488,0.2013,0.4433,33,30,112.09,102.27,36,12,106.92,110.64
Phoenix Suns,2019,69,28,41,0.406,112.33,113.64,-1.3,99.92,99.78,0.15,0.5525,0.4965,0.4965,0.3185,0.2468,0.1932,0.515,37,14,113.27,113.19,32,14,111.25,114.16
Portland Trail Blazers,2019,70,30,40,0.429,113.46,115.33,-1.87,103.3,109.25,-5.95,0.5815,0.547,0.547,0.3427,0.215,0.1955,0.5443,34,18,116.03,115.03,36,12,111.03,115.61
Sacramento Kings,2019,68,30,38,0.441,109.49,111.22,-1.74,105.47,104.67,0.8,0.5608,0.508,0.508,0.368,0.2655,0.1758,0.5155,33,15,109.85,111.33,35,15,109.14,111.11
San Antonio Spurs,2019,68,29,39,0.426,112.54,114.71,-2.16,99.12,105.8,-6.7,0.5384,0.4956,0.4956,0.3146,0.201,0.171,0.5186,33,17,112.45,112.45,35,12,112.63,116.83
Toronto Raptors,2019,68,48,20,0.706,113.09,107.01,6.07,103.0,103.5,-0.53,0.5602,0.5172,0.5172,0.3412,0.2802,0.1875,0.503,34,24,115.71,107.79,34,24,110.47,106.24
Utah Jazz,2019,68,41,27,0.603,111.25,109.09,2.16,107.97,120.7,-12.7,0.5892,0.5453,0.5453,0.3158,0.226,0.1748,0.611,33,21,111.24,107.73,35,20,111.26,110.37
Washington Wizards,2019,68,26,42,0.382,115.19,118.66,-3.47,103.43,97.3,6.13,0.5483,0.5215,0.5215,0.2602,0.215,0.1568,0.493,34,16,114.35,115.32,34,10,116.03,122.0
Atlanta Hawks,2020,92,53,39,0.576,112.29,110.71,1.59,107.43,108.43,-1.0,0.5519,0.509,0.509,0.2734,0.2461,0.1314,0.5161,45,30,113.91,108.27,47,23,110.74,113.04
Boston Celtics,2020,80,38,42,0.475,112.2,111.77,0.42,109.61,118.38,-8.78,0.5383,0.488,0.488,0.2993,0.3362,0.1478,0.5491,40,23,114.12,111.8,40,15,110.27,111.75
Brooklyn Nets,2020,86,57,29,0.663,117.66,112.67,4.99,114.78,107.19,7.59,0.5926,0.5534,0.5534,0.2716,0.2397,0.1259,0.4946,44,35,117.77,110.2,42,22,117.55,115.26
Charlotte Hornets,2020,77,34,43,0.442,109.7,111.97,-2.27,104.66,110.72,-6.04,0.561,0.5234,0.5234,0.302,0.2352,0.1714,0.5536,38,18,108.18,108.66,39,16,111.18,115.21
Chicago Bulls,2020,76,34,42,0.447,110.61,111.25,-0.64,102.7,99.67,3.0,0.5347,0.507,0.507,0.2565,0.292,0.174,0.4768,38,16,109.16,110.97,38,18,112.05,111.53
Cleveland Cavaliers,2020,76,24,52,0.316,103.62,112.01,-8.39,99.35,106.55,-7.2,0.561,0.526,0.526,0.344,0.28,0.239,0.5453,38,15,107.68,113.84,38,9,99.55,110.18
Dallas Mavericks,2020,82,47,35,0.573,112.26,110.41,1.84,114.13,115.83,-1.71,0.5638,0.5366,0.5366,0.2327,0.2747,0.117,0.5565,40,21,110.27,111.13,42,26,114.14,109.74
Denver Nuggets,2020,85,53,32,0.624,115.2,110.94,4.26,116.08,116.08,-0.02,0.5711,0.5419,0.5419,0.2385,0.3005,0.1266,0.5488,43,29,118.0,111.3,42,24,112.33,110.57
Detroit Pistons,2020,76,22,54,0.289,105.95,110.05,-4.11,91.15,89.05,2.08,0.5222,0.4868,0.4868,0.2767,0.2107,0.2082,0.4708,38,14,104.37,107.21,38,8,107.53,112.89
Golden State Warriors,2020,77,41,36,0.532,113.4,112.4,1.0,102.82,102.5,0.34,0.5496,0.5162,0.5162,0.266,0.241,0.1744,0.475,38,26,116.03,111.16,39,15,110.85,113.62
Houston Rockets,2020,76,20,56,0.263,109.07,115.97,-6.91,109.63,99.53,10.07,0.56,0.5275,0.5275,0.2255,0.2335,0.1273,0.4715,38,11,107.32,114.37,38,9,110.82,117.58
Indiana Pacers,2020,77,35,42,0.455,115.3,115.58,-0.29,106.74,110.94,-4.18,0.5472,0.5202,0.5202,0.2238,0.2696,0.1518,0.5864,38,14,113.5,115.55,39,21,117.05,115.62
Los Angeles Clippers,2020,94,57,37,0.606,112.99,107.98,5.01,116.4,114.7,1.71,0.5956,0.5531,0.5531,0.2883,0.2445,0.1237,0.5484,47,31,114.87,108.49,47,26,111.11,107.47
Los Angeles Lakers,2020,88,52,36,0.591,108.67,106.2,2.47,108.46,107.63,0.84,0.5535,0.516,0.516,0.2931,0.2782,0.1489,0.5284,44,26,110.59,106.93,44,26,106.75,105.48
Memphis Grizzlies,2020,83,44,39,0.53,113.53,112.53,1.0,110.35,110.15,0.21,0.553,0.5203,0.5203,0.2645,0.2671,0.128,0.5177,41,20,110.46,110.78,42,24,116.52,114.24
Miami Heat,2020,83,43,40,0.518,107.36,108.63,-1.27,104.92,114.57,-9.65,0.5629,0.5215,0.5215,0.2806,0.2071,0.1491,0.5365,42,22,107.36,108.76,41,21,107.37,108.49
Milwaukee Bucks,2020,90,56,34,0.622,117.8,112.62,5.18,109.05,106.64,2.42,0.5413,0.5143,0.5143,0.2231,0.2908,0.1378,0.5199,45,32,118.62,110.91,45,24,116.98,114.33
Minnesota Timberwolves,2020,75,24,51,0.32,112.15,117.73,-5.59,99.27,104.3,-5.07,0.5403,0.4927,0.4927,0.3453,0.2343,0.1847,0.523,38,13,109.87,116.32,37,11,114.49,119.19
New Orleans Pelicans,2020,74,33,41,0.446,114.76,114.55,0.2,121.65,104.35,17.3,0.5905,0.5495,0.5495,0.4385,0.37,0.126,0.492,37,19,115.46,113.7,37,14,114.05,115.41
New York Knicks,2020,81,45,36,0.556,106.06,103.94,2.12,101.92,101.63,0.3,0.5219,0.4814,0.4814,0.2783,0.2846,0.155,0.4934,41,28,108.49,103.98,40,17,103.57,103.9
Oklahoma City Thunder,2020,75,23,52,0.307,105.16,115.51,-10.35,99.4,102.67,-3.2,0.542,0.5073,0.5073,0.232,0.2077,0.1633,0.5097,38,10,105.76,117.79,37,13,104.54,113.16
Orlando Magic,2020,76,23,53,0.303,104.55,113.5,-8.95,105.88,108.42,-2.58,0.5388,0.5088,0.5088,0.223,0.258,0.137,0.5135,38,12,106.05,114.71,38,11,103.05,112.29
Philadelphia 76ers,2020,86,58,28,0.674,113.93,108.03,5.9,114.41,106.39,8.01,0.5901,0.5617,0.5617,0.3536,0.2703,0.1389,0.4989,44,34,117.14,108.48,42,24,110.57,107.57
Phoenix Suns,2020,92,63,29,0.685,113.68,108.34,5.35,111.05,107.53,3.52,0.5747,0.5358,0.5359,0.2273,0.2359,0.1306,0.5105,46,33,115.26,106.91,46,30,112.11,109.76
Portland Trail Blazers,2020,82,45,37,0.549,115.87,115.05,0.82,113.76,119.02,-5.25,0.5741,0.5336,0.5336,0.2541,0.263,0.1321,0.5505,41,22,115.34,113.9,41,23,116.39,116.2
Sacramento Kings,2020,76,33,43,0.434,113.57,117.28,-3.71,102.42,105.72,-3.3,0.5245,0.481,0.481,0.3425,0.2662,0.164,0.5245,38,17,114.68,119.11,38,16,112.45,115.45
San Antonio Spurs,2020,76,33,43,0.434,110.61,112.95,-2.34,98.33,109.75,-11.45,0.4895,0.4447,0.4447,0.295,0.2417,0.1227,0.552,37,14,110.22,113.78,39,19,110.97,112.15
Toronto Raptors,2020,75,29,46,0.387,111.19,111.61,-0.43,100.73,99.93,0.77,0.5533,0.5257,0.5257,0.264,0.204,0.1753,0.5507,37,16,110.92,109.78,38,13,111.45,113.39
Utah Jazz,2020,86,61,25,0.709,116.55,108.29,8.26,119.41,117.21,2.2,0.6181,0.579,0.579,0.3029,0.2693,0.1416,0.5516,44,37,117.59,105.43,42,24,115.45,111.29
Washington Wizards,2020,82,37,45,0.451,115.72,118.23,-2.51,104.18,112.04,-7.84,0.5444,0.507,0.507,0.2837,0.262,0.1495,0.551,41,22,117.95,118.07,41,15,113.49,118.39
Atlanta Hawks,2021,93,48,45,0.516,112.71,111.49,1.22,105.91,107.3,-1.39,0.5534,0.5137,0.5137,0.2505,0.2484,0.1585,0.52,46,30,115.98,110.72,47,18,109.51,112.26
Boston Celtics,2021,110,67,43,0.609,110.09,104.05,6.04,109.11,106.36,2.74,0.5708,0.5291,0.5291,0.2788,0.2657,0.1566,0.5042,55,36,109.2,103.16,55,31,110.98,104.95
Brooklyn Nets,2021,91,48,43,0.527,112.77,111.91,0.86,112.96,111.24,1.7,0.6082,0.5761,0.5761,0.3023,0.2717,0.1703,0.5334,46,23,110.52,112.17,45,25,115.07,111.64
Charlotte Hornets,2021,87,44,43,0.506,114.17,115.05,-0.87,91.32,113.7,-22.38,0.4802,0.4472,0.4472,0.237,0.2528,0.1764,0.5504,43,22,111.84,112.77,44,22,116.45,117.27
Chicago Bulls,2021,91,51,40,0.56,110.99,111.2,-0.21,101.68,100.84,0.83,0.5207,0.4869,0.4869,0.1842,0.2293,0.1253,0.5121,46,30,113.65,110.83,45,21,108.27,111.58
Cleveland Cavaliers,2021,89,46,43,0.517,107.34,105.83,1.51,101.66,106.83,-5.16,0.5427,0.5111,0.5111,0.2836,0.2727,0.1809,0.5219,44,25,107.57,103.82,45,21,107.11,107.8
Dallas Mavericks,2021,104,65,39,0.625,108.13,104.47,3.66,114.25,109.33,4.91,0.5812,0.5449,0.5449,0.2827,0.2281,0.1122,0.524,51,37,108.37,101.55,53,28,107.91,107.28
Denver Nuggets,2021,92,50,42,0.543,112.34,110.8,1.53,108.52,114.0,-5.47,0.5694,0.5335,0.5335,0.2751,0.2799,0.1641,0.5687,44,24,114.93,112.75,48,26,109.96,109.02
Detroit Pistons,2021,86,25,61,0.291,104.83,112.52,-7.7,104.8,111.4,-6.6,0.5563,0.5132,0.5132,0.2838,0.2278,0.1685,0.5155,43,15,105.47,110.05,43,10,104.19,115.0
Golden State Warriors,2021,109,74,35,0.679,111.5,105.79,5.71,113.41,107.49,5.91,0.5869,0.56,0.56,0.2288,0.269,0.1477,0.5209,56,45,113.79,103.36,53,29,109.08,108.36
Houston Rockets,2021,86,21,65,0.244,109.51,118.1,-8.59,98.67,107.72,-9.05,0.5202,0.484,0.484,0.373,0.2738,0.189,0.5375,43,12,112.09,118.6,43,9,106.93,117.6
Indiana Pacers,2021,86,27,59,0.314,111.12,114.73,-3.62,102.68,109.33,-6.65,0.5325,0.5075,0.5075,0.2027,0.286,0.163,0.5385,43,17,113.63,114.49,43,10,108.6,114.98
Los Angeles Clippers,2021,88,43,45,0.489,108.07,108.72,-0.65,101.08,109.85,-8.77,0.5232,0.4812,0.4812,0.2952,0.2547,0.1598,0.5242,45,26,109.02,107.8,43,17,107.07,109.67
Los Angeles Lakers,2021,88,33,55,0.375,111.51,115.38,-3.86,95.87,109.13,-13.32,0.5215,0.4857,0.4857,0.2848,0.2267,0.1828,0.5223,44,21,111.3,113.32,44,12,111.73,117.43
Memphis Grizzlies,2021,100,65,35,0.65,114.71,109.2,5.51,108.24,103.24,4.99,0.5444,0.5107,0.5107,0.2574,0.3043,0.1516,0.5105,50,36,116.4,106.84,50,29,113.02,111.56
Miami Heat,2021,106,69,37,0.651,109.08,104.75,4.32,109.95,106.14,3.8,0.554,0.5167,0.5167,0.2532,0.3002,0.1482,0.5196,54,39,110.35,103.96,52,30,107.75,105.58
Milwaukee Bucks,2021,99,59,40,0.596,113.62,110.75,2.87,104.98,105.52,-0.52,0.5422,0.5149,0.5149,0.2218,0.2597,0.143,0.5154,49,31,113.98,110.29,50,28,113.26,111.2
Minnesota Timberwolves,2021,93,52,41,0.559,115.39,113.08,2.31,106.35,106.72,-0.35,0.5671,0.5239,0.5239,0.3082,0.2439,0.1591,0.5169,46,29,112.98,108.65,47,23,117.74,117.4
New Orleans Pelicans,2021,94,41,53,0.436,108.91,110.28,-1.36,108.69,112.53,-3.83,0.5427,0.5048,0.5048,0.2874,0.3382,0.152,0.5428,46,22,111.33,109.41,48,19,106.6,111.1
New York Knicks,2021,86,41,45,0.477,106.93,106.48,0.45,113.5,101.55,11.95,0.5665,0.5305,0.5305,0.2165,0.257,0.1093,0.4878,44,20,106.68,107.41,42,21,107.19,105.5
Oklahoma City Thunder,2021,86,25,61,0.291,103.81,111.92,-8.1,102.78,109.85,-7.07,0.5373,0.515,0.515,0.2172,0.2365,0.1517,0.553,44,13,104.61,110.86,42,12,102.98,113.02
Orlando Magic,2021,86,23,63,0.267,103.87,111.72,-7.85,97.9,102.63,-4.75,0.5248,0.4948,0.4948,0.1822,0.2505,0.1727,0.481,43,13,104.09,111.84,43,10,103.65,111.6
Philadelphia 76ers,2021,98,59,39,0.602,109.43,107.17,2.26,111.69,110.68,1.03,0.5889,0.5487,0.5487,0.2862,0.268,0.1602,0.5266,49,30,110.08,106.2,49,29,108.78,108.14
Phoenix Suns,2021,99,74,25,0.747,113.94,107.1,6.84,113.46,109.41,4.08,0.5896,0.5554,0.5554,0.2192,0.2651,0.1459,0.5235,50,39,115.12,105.92,49,35,112.73,108.31
Portland Trail Blazers,2021,86,27,59,0.314,105.6,115.17,-9.57,87.13,109.08,-22.0,0.507,0.4632,0.4632,0.266,0.217,0.2213,0.5453,43,17,108.4,113.79,43,10,102.81,116.56
Sacramento Kings,2021,86,34,52,0.395,110.44,115.14,-4.7,107.35,97.6,9.78,0.5508,0.5245,0.5245,0.2027,0.2365,0.126,0.4985,43,18,110.6,114.12,43,16,110.28,116.16
San Antonio Spurs,2021,88,37,51,0.42,112.84,112.38,0.47,106.78,101.95,4.83,0.5358,0.5125,0.5125,0.2022,0.2822,0.1418,0.4933,44,18,113.64,112.64,44,19,112.05,112.11
Toronto Raptors,2021,93,53,40,0.57,109.2,107.48,1.72,109.02,113.03,-4.03,0.5475,0.5148,0.5148,0.2269,0.2935,0.1367,0.5609,46,27,110.63,106.83,47,26,107.81,108.13
Utah Jazz,2021,92,53,39,0.576,112.47,107.47,5.0,105.91,110.03,-4.12,0.544,0.5045,0.5045,0.2745,0.2514,0.1324,0.5339,46,32,116.37,107.0,46,21,108.57,107.93
Washington Wizards,2021,86,35,51,0.407,108.67,112.26,-3.58,104.77,112.53,-7.73,0.5517,0.5072,0.5072,0.34,0.21,0.1313,0.542,43,21,111.51,112.65,43,14,105.84,111.86
